"Full Name is not available with custom connection modification","Το πλήρες όνομα δεν είναι διαθέσιμο με προσαρμοσμένη τροποποίηση σύνδεσης"
"Email is not available with custom connection modification","Το email δεν είναι διαθέσιμο με προσαρμοσμένη τροποποίηση σύνδεσης"
